Name,Mileage,Rating,Review Count,Price
2023 Mercedes-Benz E-Class E 63 AMG 4MATIC,"1,099 mi.",3.9,1800.0,164900.0
2022 Mercedes-Benz Maybach S 580 4MATIC,"6,488 mi.",4.9,1411.0,177595.0
2023 Mercedes-Benz AMG G 63 4MATIC,"7,077 mi.",4.7,662.0,223414.0
2022 Mercedes-Benz EQS 580 Base 4MATIC,"9,911 mi.",4.3,1491.0,72555.0
2020 Mercedes-Benz GLC 350e Base 4MATIC,"24,993 mi.",4.7,285.0,32998.0
2021 Mercedes-Benz AMG GT AMG GT 43,"29,118 mi.",4.3,133.0,73890.0
2018 Mercedes-Benz GLS 550 Base 4MATIC,"55,262 mi.",4.4,129.0,36991.0
2022 Mercedes-Benz EQS 580 Base 4MATIC,"2,810 mi.",4.3,1491.0,77033.0
2021 Mercedes-Benz S-Class S 580 4MATIC,"31,036 mi.",4.9,4585.0,85500.0
2023 Mercedes-Benz EQS 580 Base 4MATIC,"12,000 mi.",4.3,1491.0,89888.0
2021 Mercedes-Benz A-Class A 220 4MATIC,"37,628 mi.",4.8,752.0,28988.0
2023 Mercedes-Benz EQB 300 4MATIC,"2,878 mi.",4.4,297.0,51897.0
2023 Mercedes-Benz AMG GLA 45 Base,"4,000 mi.",4.8,1291.0,55900.0
2021 Mercedes-Benz S-Class S 580 4MATIC,"13,297 mi.",4.1,522.0,89995.0
2023 Mercedes-Benz GLE 350 Base,"16,655 mi.",0.0,15.0,61805.0
2020 Mercedes-Benz AMG GT 63 4-Door,"27,265 mi.",4.7,1239.0,98999.0
2023 Mercedes-Benz AMG SL 63 Base,"2,912 mi.",3.4,468.0,164994.0
2023 Mercedes-Benz GLC 300 Base 4MATIC,"2,518 mi.",3.2,98.0,49995.0
2024 Mercedes-Benz GLE 450 Plug-In Hybrid 4MATIC,"3,704 mi.",4.0,526.0,82980.0
2023 Mercedes-Benz AMG GLE 53 4MATIC Coupe,"29,694 mi.",0.0,60.0,81994.0
2020 Mercedes-Benz G-Class G 550 4MATIC,"66,208 mi.",4.7,1371.0,125690.0
2020 Mercedes-Benz GLS 450 Base 4MATIC,"39,881 mi.",0.0,37.0,50563.0
2023 Mercedes-Benz GLC 300 4MATIC Coupe,"10,489 mi.",4.8,184.0,50905.0
2020 Mercedes-Benz AMG S 63 Base 4MATIC,"18,039 mi.",4.0,3563.0,98509.0
2021 Mercedes-Benz AMG GT C,"26,307 mi.",4.7,29.0,75850.0
2022 Mercedes-Benz GLE 350 Base,"43,673 mi.",0.0,15.0,49445.0
2022 Mercedes-Benz AMG E 53 4MATIC,"30,286 mi.",3.6,376.0,63987.0
2019 Mercedes-Benz AMG GLE 43 Base 4MATIC,"59,907 mi.",4.5,991.0,45375.0
2023 Mercedes-Benz EQB 300 Base 4MATIC,"2,199 mi.",4.7,2308.0,54777.0
2023 Mercedes-Benz GLE 350 Base 4MATIC,"10,799 mi.",5.0,98.0,61997.0
2021 Mercedes-Benz A-Class 4MATIC,"25,161 mi.",4.3,112.0,27477.0
2023 Mercedes-Benz EQB 300 4MATIC,"6,058 mi.",4.0,526.0,47995.0
2021 Mercedes-Benz AMG GT 63 4-Door,"17,898 mi.",4.7,1594.0,110950.0
2021 Mercedes-Benz CLA 250 Base,"47,054 mi.",4.6,483.0,30323.0
2019 Mercedes-Benz GLS 550 Base 4MATIC,"49,793 mi.",4.6,1847.0,45950.0
2022 Mercedes-Benz GLC 300 Base 4MATIC,"15,180 mi.",4.7,29.0,41850.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"9,700 mi.",0.0,11.0,39999.0
2022 Mercedes-Benz AMG SL 63 Base,588 mi.,4.6,673.0,144870.0
2022 Mercedes-Benz S-Class S 500 4MATIC,"25,804 mi.",4.8,1354.0,80594.0
2023 Mercedes-Benz EQS 580 Base 4MATIC,"6,307 mi.",4.9,2166.0,109554.0
2021 Mercedes-Benz AMG GLE 53 4MATIC Coupe,"46,381 mi.",4.8,558.0,66413.0
2019 Mercedes-Benz AMG GT 63 S 4-Door,"37,000 mi.",4.9,2054.0,99997.0
2023 Mercedes-Benz EQE 500 Base 4MATIC,"9,649 mi.",4.9,1411.0,65595.0
2023 Mercedes-Benz GLS 580 4MATIC,"10,998 mi.",4.7,244.0,99998.0
2023 Mercedes-Benz EQS 450 Base 4MATIC,"5,439 mi.",4.0,3563.0,103044.0
2021 Mercedes-Benz GLE 350 ,"25,037 mi.",0.0,60.0,50994.0
2024 Mercedes-Benz GLE 450 4MATIC,515 mi.,4.7,2891.0,75998.0
2021 Mercedes-Benz AMG GT R,"2,183 mi.",4.5,615.0,123881.0
2022 Mercedes-Benz E-Class E 350 4MATIC,"2,953 mi.",4.8,1354.0,50194.0
2020 Mercedes-Benz GLE 350 ,"36,812 mi.",4.9,848.0,45142.0
2021 Mercedes-Benz GLE 580 AWD 4MATIC,"44,675 mi.",2.7,59.0,62000.0
2023 Mercedes-Benz EQB 350 Base 4MATIC,"1,581 mi.",4.4,1515.0,63777.0
2023 Mercedes-Benz E-Class E 350 4MATIC,"3,493 mi.",3.0,471.0,57499.0
2023 Mercedes-Benz S-Class S 500 4MATIC,"3,284 mi.",0.0,1.0,103500.0
2016 Mercedes-Benz GLC-Class GLC 300 4MATIC,"77,307 mi.",4.7,557.0,18578.0
2023 Mercedes-Benz GLS 580 4MATIC,"6,182 mi.",4.7,662.0,96713.0
2023 Mercedes-Benz EQB 250 Base,"1,899 mi.",4.5,2204.0,49988.0
2017 Mercedes-Benz AMG SLC 43 Base,"42,066 mi.",3.1,133.0,35999.0
2024 Mercedes-Benz GLE 450 4MATIC,"7,551 mi.",4.0,147.0,73800.0
2020 Mercedes-Benz AMG GT Base,"24,144 mi.",4.3,419.0,89597.0
2021 Mercedes-Benz AMG GT 43 Base,"13,816 mi.",4.2,821.0,72490.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"5,492 mi.",4.7,316.0,42640.0
2023 Mercedes-Benz Metris Base,"4,385 mi.",4.3,1491.0,48932.0
2023 Mercedes-Benz EQE 500 Base 4MATIC,"9,649 mi.",4.9,1411.0,65595.0
2021 Mercedes-Benz G-Class G 550 4MATIC,"10,218 mi.",4.7,557.0,159990.0
2024 Mercedes-Benz GLC 300 Base 4MATIC,375 mi.,4.0,526.0,56998.0
2023 Mercedes-Benz EQE 350+ ,"6,540 mi.",5.0,10.0,60495.0
2019 Mercedes-Benz E-Class E 300,"25,035 mi.",4.3,352.0,34551.0
2019 Mercedes-Benz AMG GLE 43 Coupe 4MATIC,"45,827 mi.",4.7,29.0,48350.0
2023 Mercedes-Benz CLA 250 ,"10,200 mi.",0.0,11.0,41999.0
2020 Mercedes-Benz GLE 350 Base 4MATIC,"27,066 mi.",4.7,110.0,43399.0
2021 Mercedes-Benz AMG E 63 S 4MATIC,"39,325 mi.",4.0,3563.0,86925.0
2023 Mercedes-Benz EQB 250 Base,"2,897 mi.",4.9,2166.0,52744.0
2024 Mercedes-Benz AMG GLE 53 ,134 mi.,0.0,0.0,89900.0
2020 Mercedes-Benz AMG GLC 63 S 4MATIC,"43,747 mi.",4.3,1491.0,57007.0
2019 Mercedes-Benz GLC 350e Base 4MATIC,"27,751 mi.",0.0,2.0,28484.0
2019 Mercedes-Benz GLC 350e Base 4MATIC,"52,646 mi.",4.3,1491.0,24999.0
2023 Mercedes-Benz EQB 250 Base,982 mi.,4.4,2963.0,49988.0
2021 Mercedes-Benz G-Class G 550 4MATIC,"39,865 mi.",4.3,419.0,128887.0
2022 Mercedes-Benz GLS 450 4MATIC,"45,751 mi.",4.4,203.0,61998.0
2021 Mercedes-Benz GLE 350 Base 4MATIC,"17,741 mi.",4.5,272.0,46995.0
2020 Mercedes-Benz AMG A 35 Base,"25,738 mi.",3.4,1008.0,43495.0
2021 Mercedes-Benz GLE 350 Base 4MATIC,"37,048 mi.",4.1,1248.0,47647.0
2023 Mercedes-Benz EQB 300 Base 4MATIC,"1,234 mi.",4.7,2308.0,46777.0
2021 Mercedes-Benz A-Class A 220 4MATIC,"16,385 mi.",0.0,37.0,30400.0
2023 Mercedes-Benz EQS 450 Base 4MATIC,"11,069 mi.",4.7,2308.0,85292.0
2023 Mercedes-Benz EQE 500 Base 4MATIC,"4,031 mi.",4.8,752.0,69287.0
2020 Mercedes-Benz AMG E 53 4MATIC,"29,966 mi.",4.9,993.0,50997.0
2020 Mercedes-Benz AMG S 63 4MATIC,"50,401 mi.",4.8,902.0,78999.0
2024 Mercedes-Benz GLE 350 Base 4MATIC,"4,901 mi.",4.6,483.0,72293.0
2021 Mercedes-Benz G-Class G 550 4MATIC,"31,448 mi.",4.0,3563.0,142825.0
2023 Mercedes-Benz EQB 300 Base 4MATIC,"2,427 mi.",4.5,344.0,53988.0
2022 Mercedes-Benz EQS 450+ 4MATIC,"13,459 mi.",4.3,352.0,86249.0
2023 Mercedes-Benz EQB 250 Base,"4,720 mi.",4.9,2166.0,56004.0
2022 Mercedes-Benz E-Class E 350,"23,023 mi.",4.8,1758.0,45982.0
2022 Mercedes-Benz A-Class A 220,"6,566 mi.",4.8,1094.0,29598.0
2021 Mercedes-Benz AMG A 35 Base,"36,001 mi.",3.4,1008.0,37995.0
2018 Mercedes-Benz AMG GLE 43 Base 4MATIC,"80,969 mi.",4.5,991.0,28954.0
2023 Mercedes-Benz AMG GLA 35 Base,"11,100 mi.",2.5,452.0,44999.0
2023 Mercedes-Benz EQE 500 ,"5,147 mi.",4.4,1096.0,80994.0
2024 Mercedes-Benz GLE 450 4MATIC,"8,695 mi.",4.8,902.0,72865.0
2022 Mercedes-Benz GLB 250 Base,"16,300 mi.",4.9,1411.0,36295.0
2022 Mercedes-Benz GLB 250 Base,"28,040 mi.",4.3,112.0,35897.0
2020 Mercedes-Benz E-Class E 450 4MATIC,"16,047 mi.",4.2,786.0,44210.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"3,160 mi.",4.7,94.0,40000.0
2023 Mercedes-Benz AMG G 63 4MATIC,"5,577 mi.",4.9,1411.0,221994.0
2023 Mercedes-Benz AMG GLB 35 Base,"2,708 mi.",4.9,274.0,53895.0
2016 Mercedes-Benz AMG G 4MATIC,"56,733 mi.",4.0,526.0,86995.0
2019 Mercedes-Benz AMG GLS 63 Base 4MATIC,"61,358 mi.",0.0,9.0,57988.0
2020 Mercedes-Benz E-Class E 450 4MATIC,"33,065 mi.",4.2,786.0,41280.0
2024 Mercedes-Benz GLC 300 Base 4MATIC,"4,913 mi.",4.0,526.0,49995.0
2023 Mercedes-Benz GLA 250 Base,"8,798 mi.",4.3,352.0,40999.0
2020 Mercedes-Benz E-Class E 450,"39,807 mi.",4.2,786.0,38200.0
2021 Mercedes-Benz A-Class 4MATIC,"70,038 mi.",4.5,1102.0,23949.0
2023 Mercedes-Benz S-Class 4MATIC,"13,660 mi.",4.8,902.0,98140.0
2019 Mercedes-Benz C-Class C 300,"37,688 mi.",0.0,0.0,27995.0
2023 Mercedes-Benz Sprinter 2500 170 WB,"1,357 mi.",4.3,419.0,56997.0
2020 Mercedes-Benz GLE 350 Base 4MATIC,"32,889 mi.",4.5,344.0,47875.0
2021 Mercedes-Benz AMG GLS 63 Base,"24,247 mi.",4.0,526.0,99777.0
2020 Mercedes-Benz GLE 350 Base 4MATIC,"65,645 mi.",5.0,98.0,39497.0
2020 Mercedes-Benz GLC 350e Base 4MATIC,"34,042 mi.",4.5,949.0,37490.0
2024 Mercedes-Benz GLE 450 Plug-In Hybrid Base 4MATIC,"9,638 mi.",4.6,827.0,76589.0
2023 Mercedes-Benz Metris Base,"5,218 mi.",4.8,186.0,51500.0
2024 Mercedes-Benz GLE 350 Base 4MATIC,"5,690 mi.",4.9,848.0,67466.0
2023 Mercedes-Benz GLE 450 GLE 450,"15,375 mi.",4.8,899.0,64876.0
2019 Mercedes-Benz GLE 400 Base 4MATIC,"33,972 mi.",4.4,1838.0,33397.0
2023 Mercedes-Benz C-Class C 300,"7,485 mi.",4.7,611.0,47893.0
2019 Mercedes-Benz AMG GT C,"25,399 mi.",3.6,376.0,87987.0
2022 Mercedes-Benz AMG CLA 35 Base 4MATIC,"36,238 mi.",4.8,1661.0,44898.0
2021 Mercedes-Benz GLB 250 Base,"35,924 mi.",4.7,1371.0,36131.0
2019 Mercedes-Benz E-Class E 300,"22,406 mi.",4.3,352.0,36991.0
2024 Mercedes-Benz GLE 350 Base 4MATIC,"9,838 mi.",4.5,2465.0,64815.0
2020 Mercedes-Benz GLS 450 ,"34,000 mi.",4.2,786.0,51490.0
2019 Mercedes-Benz CLS 450 Base 4MATIC,"9,985 mi.",4.6,1018.0,47999.0
2021 Mercedes-Benz CLA 250 Base 4MATIC,"25,932 mi.",4.8,184.0,32300.0
2023 Mercedes-Benz AMG GLE 53 Base,"15,559 mi.",4.2,821.0,85000.0
2023 Mercedes-Benz EQB 300 4MATIC,"8,146 mi.",4.4,297.0,54987.0
2023 Mercedes-Benz AMG C 43 Base 4MATIC,"2,618 mi.",4.1,522.0,58375.0
2023 Mercedes-Benz GLC 300 Base 4MATIC,"10,401 mi.",4.7,110.0,46099.0
2022 Mercedes-Benz AMG GLE 53 ,"16,557 mi.",0.0,24.0,78000.0
2022 Mercedes-Benz EQB 350 EQB 350,"11,441 mi.",3.1,133.0,39999.0
2018 Mercedes-Benz AMG GT R,"1,282 mi.",4.7,449.0,150000.0
2024 Mercedes-Benz GLE 350 Base 4MATIC,"10,143 mi.",4.5,2465.0,62988.0
2023 Mercedes-Benz EQB 300 Base 4MATIC,"2,663 mi.",4.6,1915.0,63550.0
2022 Mercedes-Benz A-Class 4MATIC,"17,088 mi.",4.5,1102.0,30904.0
2023 Mercedes-Benz AMG GLA 35 ,"5,033 mi.",4.9,848.0,46912.0
2019 Mercedes-Benz AMG GLC 63 Base 4MATIC,"16,887 mi.",4.4,2339.0,54998.0
2023 Mercedes-Benz AMG E 63 S 4MATIC,"8,712 mi.",4.9,2166.0,157771.0
2021 Mercedes-Benz GLE 350 Base 4MATIC,"29,344 mi.",4.3,112.0,44997.0
2021 Mercedes-Benz AMG CLA 35 Base 4MATIC,"35,773 mi.",4.8,558.0,38482.0
2020 Mercedes-Benz AMG S 63 Base 4MATIC,"19,679 mi.",3.4,479.0,164900.0
2023 Mercedes-Benz EQE 500 Base 4MATIC,"1,785 mi.",4.7,911.0,74994.0
2022 Mercedes-Benz GLE 350 Base 4MATIC,"15,245 mi.",3.2,157.0,54981.0
2021 Mercedes-Benz AMG G 63 4MATIC,"19,025 mi.",4.7,662.0,169661.0
2024 Mercedes-Benz GLE 350 Base 4MATIC,"10,525 mi.",4.5,2465.0,62988.0
2024 Mercedes-Benz GLE 350 Base 4MATIC,"9,411 mi.",4.5,2465.0,73495.0
2021 Mercedes-Benz E-Class E 350,"30,474 mi.",4.6,304.0,39100.0
2021 Mercedes-Benz AMG GLA 35 Base,"18,456 mi.",4.6,827.0,38689.0
2022 Mercedes-Benz AMG GLE 53 Base,"15,078 mi.",4.7,557.0,76286.0
2024 Mercedes-Benz GLE 350 Base 4MATIC,"9,887 mi.",4.5,2465.0,64955.0
2023 Mercedes-Benz Sprinter 2500 Standard Roof,"19,165 mi.",4.8,752.0,50988.0
2023 Mercedes-Benz AMG G 63 4MATIC,"9,790 mi.",4.7,662.0,203999.0
2023 Mercedes-Benz GLA 250 Base 4MATIC,"6,929 mi.",4.9,3116.0,38288.0
2021 Mercedes-Benz AMG G 63 4MATIC,"13,159 mi.",4.7,662.0,179120.0
2022 Mercedes-Benz GLE 350 ,"13,467 mi.",0.0,60.0,56994.0
2022 Mercedes-Benz GLS 450 4MATIC,"34,768 mi.",4.9,65.0,64995.0
2019 Mercedes-Benz A-Class A 220,"57,471 mi.",5.0,1782.0,24688.0
2024 Mercedes-Benz GLE 350 Base 4MATIC,"4,402 mi.",3.3,86.0,65507.0
2023 Mercedes-Benz C-Class C 300,"5,003 mi.",4.9,2166.0,47882.0
2021 Mercedes-Benz AMG GT C,"15,371 mi.",5.0,4823.0,80995.0
2023 Mercedes-Benz EQB 350 Base 4MATIC,"3,171 mi.",4.9,2166.0,58883.0
2023 Mercedes-Benz C-Class C 300 4MATIC,"2,016 mi.",4.4,2339.0,45998.0
2020 Mercedes-Benz E-Class E 350 4MATIC,"39,606 mi.",4.9,322.0,36125.0
2023 Mercedes-Benz C-Class C 300 4MATIC,"11,382 mi.",5.0,98.0,42997.0
2020 Mercedes-Benz GLS 450 Base 4MATIC,"52,587 mi.",4.7,244.0,49495.0
2024 Mercedes-Benz GLC 300 Base 4MATIC,"5,682 mi.",4.0,526.0,49995.0
2022 Mercedes-Benz AMG G 63 4MATIC,939 mi.,4.8,2002.0,219995.0
2023 Mercedes-Benz CLA 250 Base,"3,879 mi.",4.8,1735.0,44150.0
2021 Mercedes-Benz Maybach GLS 600 4MATIC,"28,632 mi.",4.7,244.0,129995.0
2023 Mercedes-Benz GLB 250 Base,"2,705 mi.",4.6,1915.0,46288.0
2019 Mercedes-Benz AMG E 63 S 4MATIC,"40,783 mi.",4.6,122.0,69998.0
2020 Mercedes-Benz GLB 250 Base 4MATIC,"24,923 mi.",4.9,2350.0,33498.0
2023 Mercedes-Benz AMG E 53 4MATIC,"7,977 mi.",3.7,113.0,89990.0
2024 Mercedes-Benz GLC 300 Base,"2,960 mi.",0.0,543.0,58991.0
2023 Mercedes-Benz S-Class S 580 4MATIC,"7,986 mi.",4.5,344.0,124988.0
2020 Mercedes-Benz E-Class E 450,"38,475 mi.",4.8,1758.0,39982.0
2019 Mercedes-Benz C-Class C 300,"71,408 mi.",4.8,969.0,22913.0
2023 Mercedes-Benz AMG EQS Base,"3,812 mi.",4.3,419.0,109997.0
2023 Mercedes-Benz AMG CLA 35 Base 4MATIC,"4,433 mi.",4.8,2468.0,53983.0
2022 Mercedes-Benz EQS 580 Base 4MATIC,"6,451 mi.",4.9,2166.0,98444.0
2023 Mercedes-Benz AMG GLB 35 Base,"2,978 mi.",4.9,274.0,52495.0
2022 Mercedes-Benz EQS 450+ ,"11,692 mi.",0.0,47.0,55699.0
2023 Mercedes-Benz GLS 450 4MATIC,"10,795 mi.",4.0,526.0,80654.0
2023 Mercedes-Benz EQB 300 Base 4MATIC,"3,688 mi.",5.0,1502.0,55990.0
2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,"71,558 mi.",4.7,1014.0,38492.0
2023 Mercedes-Benz EQB 250 Base,"7,793 mi.",4.6,1171.0,44777.0
2017 Mercedes-Benz AMG S 63 4MATIC,"33,560 mi.",4.5,1334.0,74999.0
2022 Mercedes-Benz GLC 300 ,"9,654 mi.",0.0,9.0,40493.0
2021 Mercedes-Benz Maybach GLS 600 ,"23,918 mi.",0.0,50.0,129618.0
2021 Mercedes-Benz AMG GLE 53 Base,"64,064 mi.",0.0,50.0,53791.0
2020 Mercedes-Benz GLB 250 Base 4MATIC,"21,062 mi.",4.4,295.0,32339.0
2024 Mercedes-Benz GLE 350 Base 4MATIC,"3,538 mi.",4.4,2963.0,63208.0
2019 Mercedes-Benz C-Class 4MATIC,"57,557 mi.",4.4,297.0,21900.0
2023 Mercedes-Benz E-Class E 450 4MATIC,"3,051 mi.",4.1,522.0,59410.0
2020 Mercedes-Benz A-Class A 220 4MATIC,"41,972 mi.",4.2,862.0,24991.0
2015 Mercedes-Benz E-Class E 400 4MATIC,"77,546 mi.",4.7,557.0,20437.0
2023 Mercedes-Benz AMG GLB 35 Base,"11,619 mi.",4.6,1915.0,46980.0
2022 Mercedes-Benz GLC 300 Base 4MATIC,"16,543 mi.",4.8,1735.0,41584.0
2021 Mercedes-Benz E-Class E 350 4MATIC,"30,619 mi.",4.7,557.0,40970.0
2019 Mercedes-Benz SLC 300 Base,"28,255 mi.",3.1,133.0,30791.0
2023 Mercedes-Benz GLB 250 Base,"4,989 mi.",4.9,2166.0,45994.0
2020 Mercedes-Benz C-Class C 300 4MATIC,"38,370 mi.",4.9,65.0,26840.0
2020 Mercedes-Benz S-Class S 450,"43,143 mi.",0.0,543.0,50991.0
2021 Mercedes-Benz GLA 250 Base 4MATIC,"43,722 mi.",4.4,295.0,27500.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"8,193 mi.",4.3,112.0,38497.0
2023 Mercedes-Benz EQB 250 Base,"4,009 mi.",4.8,1291.0,43900.0
2023 Mercedes-Benz EQB 300 Base 4MATIC,"2,094 mi.",4.7,2308.0,47777.0
2022 Mercedes-Benz GLE 350 Base 4MATIC,"23,096 mi.",4.5,2465.0,49988.0
2020 Mercedes-Benz SLC 300 Base,"39,305 mi.",4.9,2506.0,37539.0
2023 Mercedes-Benz C-Class C 300 4MATIC,"6,665 mi.",4.9,1411.0,44995.0
2022 Mercedes-Benz GLC 300 4MATIC Coupe,"13,878 mi.",4.7,29.0,49850.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"3,160 mi.",4.6,696.0,43888.0
2023 Mercedes-Benz EQB 250 Base,"7,715 mi.",4.6,1171.0,43860.0
2021 Mercedes-Benz AMG C 43 Base 4MATIC,"10,806 mi.",0.0,2.0,61000.0
2020 Mercedes-Benz AMG A 35 4MATIC,"7,831 mi.",4.3,352.0,40016.0
2022 Mercedes-Benz GLC 300 ,"11,291 mi.",4.4,79.0,52188.0
2023 Mercedes-Benz AMG GLA 45 Base,"8,440 mi.",4.3,419.0,55997.0
2023 Mercedes-Benz AMG E 63 ,"18,327 mi.",2.9,70.0,141215.0
2020 Mercedes-Benz GLB 250 Base,"30,597 mi.",4.6,735.0,32000.0
2020 Mercedes-Benz GLC 300 Base 4MATIC,"22,365 mi.",4.1,522.0,34495.0
2022 Mercedes-Benz GLS 450 4MATIC,"9,123 mi.",4.6,800.0,69992.0
2023 Mercedes-Benz EQS 580 Base 4MATIC,"6,307 mi.",4.9,2166.0,109554.0
2017 Mercedes-Benz Metris Base,"194,043 mi.",4.3,1491.0,8999.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"6,569 mi.",4.4,295.0,44299.0
2023 Mercedes-Benz AMG GLA 35 Base,"7,003 mi.",4.9,2501.0,46417.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"5,534 mi.",4.6,696.0,44222.0
2020 Mercedes-Benz GLC 300 Base 4MATIC,"51,599 mi.",4.1,522.0,28995.0
2021 Mercedes-Benz A-Class A 220,"20,822 mi.",4.6,981.0,28999.0
2021 Mercedes-Benz GLE 450 4MATIC,"23,396 mi.",5.0,378.0,54981.0
2020 Mercedes-Benz GLA 250 Base,"36,278 mi.",4.7,1371.0,26667.0
2023 Mercedes-Benz EQS 450 Base 4MATIC,"7,181 mi.",4.8,752.0,76987.0
2023 Mercedes-Benz C-Class C 300 4MATIC,"13,744 mi.",3.0,471.0,40699.0
2023 Mercedes-Benz AMG GLA 45 Base,"9,060 mi.",4.5,996.0,49884.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,740 mi.",4.9,2166.0,45553.0
2023 Mercedes-Benz GLS 450 4MATIC,"4,227 mi.",3.0,33.0,81000.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"3,855 mi.",4.6,696.0,43888.0
2021 Mercedes-Benz A-Class A 220 4MATIC,"9,634 mi.",4.6,5510.0,30966.0
2023 Mercedes-Benz GLC 300 Base 4MATIC,"5,018 mi.",4.8,184.0,48220.0
2023 Mercedes-Benz EQS 450+ Base,"11,862 mi.",4.9,911.0,74442.0
2023 Mercedes-Benz EQE 350+ 350+ SUV,"10,378 mi.",4.0,526.0,70500.0
2021 Mercedes-Benz GLC 300 Base 4MATIC,"16,647 mi.",4.1,1248.0,37037.0
2021 Mercedes-Benz AMG E 53 Base 4MATIC,"16,345 mi.",4.4,1231.0,69612.0
2023 Mercedes-Benz EQS 580 Base 4MATIC,"6,307 mi.",4.9,2166.0,109554.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"6,999 mi.",4.7,197.0,42900.0
2020 Mercedes-Benz GLB 250 Base 4MATIC,"26,682 mi.",4.6,122.0,32298.0
2020 Mercedes-Benz CLA 250 ,"26,732 mi.",0.0,50.0,29211.0
2020 Mercedes-Benz GLC 300 Base,"46,916 mi.",0.0,2.0,30500.0
2021 Mercedes-Benz A-Class A 220,"31,000 mi.",4.7,416.0,29991.0
2020 Mercedes-Benz GLA 250 Base,"14,225 mi.",4.7,318.0,26885.0
2021 Mercedes-Benz AMG GLE 53 4MATIC Coupe,"71,405 mi.",4.7,1171.0,69990.0
2023 Mercedes-Benz E-Class E 350,"5,052 mi.",4.9,2166.0,58003.0
2022 Mercedes-Benz EQS 580 Base 4MATIC,"7,964 mi.",4.6,1018.0,77306.0
2023 Mercedes-Benz GLC 300 Base 4MATIC,"5,155 mi.",4.7,94.0,48982.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,840 mi.",4.4,295.0,44933.0
2021 Mercedes-Benz AMG GLA 35 Base,"33,414 mi.",3.4,1008.0,41497.0
2023 Mercedes-Benz CLA 250 ,"7,455 mi.",0.0,24.0,40000.0
2021 Mercedes-Benz CLS 450 ,"29,560 mi.",0.0,649.0,48950.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"9,957 mi.",4.5,991.0,41574.0
2020 Mercedes-Benz A-Class A 220,"46,285 mi.",4.7,2891.0,29000.0
2014 Mercedes-Benz SLK-Class SLK 250,"61,628 mi.",0.0,0.0,21844.0
2021 Mercedes-Benz AMG GLB 35 4MATIC,"23,904 mi.",4.8,2241.0,44185.0
2023 Mercedes-Benz AMG GLS 63 Base 4MATIC,"2,030 mi.",4.6,1089.0,134495.0
2021 Mercedes-Benz C-Class ,"24,071 mi.",0.0,649.0,30985.0
2023 Mercedes-Benz E-Class E 350,"5,052 mi.",4.9,2166.0,58003.0
2023 Mercedes-Benz CLS 450 Base 4MATIC,"4,904 mi.",4.9,2375.0,68990.0
2021 Mercedes-Benz C-Class C 300 4MATIC,"29,920 mi.",4.9,274.0,27495.0
2019 Mercedes-Benz AMG E 63 S 4MATIC,"38,577 mi.",4.8,5398.0,69892.0
2020 Mercedes-Benz GLC 300 Base 4MATIC,"30,622 mi.",4.8,2468.0,32984.0
2023 Mercedes-Benz EQB 350 Base 4MATIC,"4,048 mi.",4.6,1915.0,62777.0
2023 Mercedes-Benz C-Class 4MATIC Sedan,"44,646 mi.",4.3,159.0,42991.0
2023 Mercedes-Benz E-Class E 350,"5,289 mi.",4.9,2166.0,56111.0
2024 Mercedes-Benz GLC 300 Base 4MATIC,760 mi.,4.0,526.0,61285.0
2022 Mercedes-Benz C-Class 4MATIC Sedan,"9,450 mi.",4.3,159.0,39987.0
2022 Mercedes-Benz GLC 300 Base 4MATIC,"13,980 mi.",0.0,236.0,41988.0
2023 Mercedes-Benz EQB 350 Base 4MATIC,"2,986 mi.",4.7,2308.0,53777.0
2023 Mercedes-Benz GLA 250 Base 4MATIC,"7,320 mi.",3.2,157.0,42981.0
2023 Mercedes-Benz Maybach GLS 600 4MATIC,"17,867 mi.",4.5,97.0,157991.0
2023 Mercedes-Benz EQE 350 Base 4MATIC,"5,082 mi.",4.7,254.0,74519.0
2023 Mercedes-Benz GLB 250 Base,"4,989 mi.",4.9,2166.0,45994.0
2023 Mercedes-Benz EQE 350 Base 4MATIC,"2,501 mi.",4.7,1424.0,72777.0
2023 Mercedes-Benz Sprinter 2500 170 WB,"56,282 mi.",4.2,821.0,38995.0
2021 Mercedes-Benz Sprinter 3500 144 WB,"27,171 mi.",0.0,236.0,58990.0
2022 Mercedes-Benz GLC 300 Base 4MATIC,"16,796 mi.",0.0,236.0,41990.0
2023 Mercedes-Benz EQS 450+ Base,"5,845 mi.",4.6,1915.0,85777.0
2023 Mercedes-Benz EQB 350 Base 4MATIC,"3,171 mi.",4.9,2166.0,58883.0
2024 Mercedes-Benz GLS 580 ,"6,940 mi.",0.0,9.0,118988.0
